,Source.Name,author id,created_at,geo,id,lang,like_count,quote_count,reply_count,retweet_count,source,tweet
315,FinancialTimesv3_1206.csv,4898091,01/12/2020 15:00, ,1.33379e+18,en,39,7,2,27,SocialFlow,"The UK is set to suffer more economic pain from the coronavirus crisis than any other leading economy apart from Argentina, the OECD says https://t.co/W1HvXPfdIY"
314,FinancialTimesv3_1206.csv,4898091,01/12/2020 15:30, ,1.3338e+18,en,15,1,2,5,SocialFlow,"Opinion: Now that Isis is mostly gone and the US is removing troops from the Middle East, Iraqi translators who helped Americans and Britons are left in a dangerous situation, with no resettlement programme in place https://t.co/eE1hP4glaS"
312,FinancialTimesv3_1206.csv,4898091,01/12/2020 16:13, ,1.33381e+18,en,0,0,0,4,Twitter Web App,"RT @FTPressOffice: Join @FTLifeArts' Jan Dalley and @UBSglobalart to explore the rewards and challenges of collecting art that matters, to…"
310,FinancialTimesv3_1206.csv,4898091,01/12/2020 16:15, ,1.33381e+18,en,13,1,2,2,SocialFlow,"Who do you think has been a game-changer in 2020? We'd like to involve FT readers in our upcoming Women of the Year series. Comment below this story with your nomination and why, and we'll publish the best responses on https://t.co/YyXz3XAMo2 next week https://t.co/DF5AghqUzf"
306,FinancialTimesv3_1206.csv,4898091,01/12/2020 17:30, ,1.33383e+18,en,12,1,7,7,SocialFlow,"FT View: The assassination of Iran’s top nuclear scientist ramps up tensions in the Middle East after months of relative calm, and risks making it far harder for Joe Biden to fulfil his pledge to open negotiations with Iran https://t.co/wIJOKgpvWs"
303,FinancialTimesv3_1206.csv,4898091,01/12/2020 18:19, ,1.33384e+18,en,30,2,1,6,SocialFlow,"Sarah Frier has won the £30,000 Financial Times and McKinsey 2020 Business Book of the Year Award for 'No Filter', the deeply sourced inside story of Instagram and its relationship with owner Facebook https://t.co/SHo39HCHsr"
301,FinancialTimesv3_1206.csv,4898091,01/12/2020 19:00, ,1.33385e+18,en,93,19,16,58,SocialFlow,"Many of the companies receiving huge contracts had no background in PPE, while some turned out to have links to the Conservative party https://t.co/l8ErWYMPQE"
296,FinancialTimesv3_1206.csv,4898091,01/12/2020 21:00, ,1.33388e+18,en,10,1,0,4,SocialFlow,"An heir to a pharma fortune, Tobias Merckle, lives in the prison he founded and has invested in bespoke housing for refugees after dedicating himself and his wealth to philanthropic projects. https://t.co/bMIhsLeOVV"
293,FinancialTimesv3_1206.csv,4898091,01/12/2020 22:00, ,1.33389e+18,en,17,2,0,3,SocialFlow,Florida became the third US state to confirm more than 1m coronavirus infections since the start of the pandemic https://t.co/S9La3YJdoM https://t.co/nn9a4D9Vgm
292,FinancialTimesv3_1206.csv,4898091,01/12/2020 22:03, ,1.33389e+18,en,37,5,1,15,SocialFlow,Salesforce capped cloud computing’s 2020 work-from-home boom with an announcement that it would pay $27.7bn for workplace chat app Slack https://t.co/2st3oDIsQE
291,FinancialTimesv3_1206.csv,4898091,01/12/2020 22:15, ,1.3339e+18,en,89,3,7,26,SocialFlow,Janet Yellen warned of 'more devastation' in the economy if the US failed to address the fallout from the pandemic and its disproportionate toll on low-income families https://t.co/QNf7J6CN6j
290,FinancialTimesv3_1206.csv,4898091,01/12/2020 22:30, ,1.3339e+18,en,51,12,11,9,SocialFlow,A close ally of Hungary’s conservative leader Viktor Orban was caught by Brussels police in a lockdown-busting gathering described by Belgian media as a 'sex party' https://t.co/V6FB6rdnpQ
285,FinancialTimesv3_1206.csv,4898091,02/12/2020 04:40, ,1.33399e+18,en,18,0,2,8,SocialFlow,"Follow our live coronavirus coverage:
🇺🇸The US has reported its biggest daily jump in deaths since May
🇧🇷Brazil has unveiled a four-part vaccination plan
🇦🇺Australia has exited its first recession in almost three decades
Read more: https://t.co/uwE7Aljli1"
284,FinancialTimesv3_1206.csv,4898091,02/12/2020 05:00, ,1.334e+18,en,13,2,0,5,SocialFlow,Members are concerned that Brussels will give away too much ground in the endgame of negotiations https://t.co/SFexEEtqoT
281,FinancialTimesv3_1206.csv,4898091,02/12/2020 05:40, ,1.33401e+18,en,40,4,5,11,SocialFlow,"Opinion: Had Donald Trump governed as an economic populist, taxing the rich to build infrastructure, he might have won a second term, writes Janan Ganesh https://t.co/vaFFtMXT73"
279,FinancialTimesv3_1206.csv,4898091,02/12/2020 07:00, ,1.33403e+18,en,29,3,8,3,SocialFlow,Australia’s allies are calling on people to counter ‘bullying’ by Beijing — by drinking wine https://t.co/Kti5gI7oUr
278,FinancialTimesv3_1206.csv,4898091,02/12/2020 07:20, ,1.33403e+18,en,19,1,1,7,SocialFlow,Germany's top football league is set up to score €300m in fundraising https://t.co/iu4EkpP10R
277,FinancialTimesv3_1206.csv,4898091,02/12/2020 07:26, ,1.33404e+18,en,237,26,8,73,SocialFlow,Breaking: The UK has authorised Pfizer-BioNTech's Covid-19 vaccine https://t.co/lSlrC8EzRS https://t.co/SwZzxXiCHc
274,FinancialTimesv3_1206.csv,4898091,02/12/2020 08:20, ,1.33405e+18,en,13,1,5,9,SocialFlow,The FT View: The Trump administration has pushed Iran’s economy into deep recession. But it has inflamed a volatile region https://t.co/CpbyAaXzrd
272,FinancialTimesv3_1206.csv,4898091,02/12/2020 09:00, ,1.33406e+18,en,17,1,5,5,SocialFlow,Will a crisis over a security law inflict damage on Emmanuel Macron's standing among French voters? https://t.co/eMDIqQi0Nz
270,FinancialTimesv3_1206.csv,4898091,02/12/2020 09:20, ,1.33406e+18,en,7,0,0,2,SocialFlow,"Opinion: When people ask me how I’m faring in the pandemic as a working mother, I tell them I owe my survival to joint custody, writers Ellen Carr, bond portfolio manager at Weaver Barksdale https://t.co/I324Itkrje"
267,FinancialTimesv3_1206.csv,4898091,02/12/2020 10:30, ,1.33408e+18,en,20,1,1,7,SocialFlow,"Brussels and London need to assess by the end of this week whether there is a possibility to reach an agreement in the future-relationship discussions, Mr Barnier said https://t.co/SnZdryjQSW"
265,FinancialTimesv3_1206.csv,4898091,02/12/2020 12:00, ,1.33411e+18,en,9,0,2,3,SocialFlow,Ever wondered what the meaning of M.I.A.'s 2008 hit song 'Paper Planes' is? https://t.co/lJ2OMr4HId
264,FinancialTimesv3_1206.csv,4898091,02/12/2020 12:30, ,1.33411e+18,en,40,4,2,8,SocialFlow,"If the western world is to argue against authoritarian powers, its members had better fix their democratic problems at home, writes Constanze Stelzenmüller https://t.co/tShPc6gg1V https://t.co/9dI3kkwxDS"
262,FinancialTimesv3_1206.csv,4898091,02/12/2020 13:27, ,1.33413e+18,en,0,0,0,6,Twitter Web App,RT @joshspero: The first stories in @FTMag's incredible Women of 2020 series are out -- I'm going to build out this thread over the next fe…
257,FinancialTimesv3_1206.csv,4898091,02/12/2020 15:00, ,1.33415e+18,en,10,0,5,1,SocialFlow,The spread of Covid-19 among football players is imperilling the NFL’s season and the Super Bowl https://t.co/sujklEt0fX
256,FinancialTimesv3_1206.csv,4898091,02/12/2020 15:30, ,1.33416e+18,en,10,1,1,1,SocialFlow,'Instagram and its creepy algorithm' helped Maryam L’Ange find the man she believes to be the best cosmetic dentist in the world. Read the story of her dental disaster here: https://t.co/byyBkDFMzi
255,FinancialTimesv3_1206.csv,4898091,02/12/2020 16:00, ,1.33417e+18,en,13,0,0,2,SocialFlow,"Keen to plan your 2021 holidays? @TRtravels selects the hottest, and safest, destinations: https://t.co/fHubVtFNhR"
254,FinancialTimesv3_1206.csv,4898091,02/12/2020 16:30, ,1.33417e+18,en,21,1,1,5,SocialFlow,"For our Women of 2020 mega series, @LauraNoonanFT talked to Jane Fraser of @Citi, who will become the first female CEO of a major Wall Street bank in February. How? She's always 'played the game differently': https://t.co/qXVJFxdr8P"
253,FinancialTimesv3_1206.csv,4898091,02/12/2020 17:00, ,1.33418e+18,en,15,0,6,7,SocialFlow,"The UK Labour party is conflicted over whether or not to support Boris Johnson's Brexit deal. Though a no-deal would be very damaging to the country, some have warned that supporting the deal could tarnish the party leader's reputation https://t.co/EdNuxGIflO"
252,FinancialTimesv3_1206.csv,4898091,02/12/2020 17:30, ,1.33419e+18,en,6,1,0,5,SocialFlow,"In our latest FT Health newsletter:
👉some of the best policies in the world to minimise the costs of the pandemic
👉China is stepping up to change the 'origin story' of the Covid-19 virus
👉what are the challenges of vaccine distribution worldwide
https://t.co/xoMTAgWwG3"
250,FinancialTimesv3_1206.csv,4898091,02/12/2020 18:30, ,1.3342e+18,en,29,3,1,19,SocialFlow,"Opinion: As Boris Johnson analyses why more than 60 of his MPs refused to support his latest Covid-19 plan, he may be tempted to fix on some localised revolt. But rebellion is habit-forming and contagious. Ask David Cameron or Theresa May https://t.co/AXVQeB7A6a"
249,FinancialTimesv3_1206.csv,4898091,02/12/2020 19:00, ,1.33421e+18,en,24,1,3,14,SocialFlow,Vladimir Putin has ordered officials to begin vaccinating doctors and teachers against Covid-19 as early as next week as Russia struggles with a surge in infections that has strained hospitals in several regions https://t.co/EQ8tnCaB5g
247,FinancialTimesv3_1206.csv,4898091,02/12/2020 20:00, ,1.33423e+18,en,26,4,7,9,SocialFlow,"The UK has become the first western country to approve a Covid-19 vaccine. 
👉 How was it able to approve the shot so quickly?
👉 Why is the EU taking longer?
👉 Are other EU countries likely to follow the UK?
https://t.co/bwW2juoJcf"
246,FinancialTimesv3_1206.csv,4898091,02/12/2020 20:30, ,1.33423e+18,en,31,1,0,11,SocialFlow,"The US is heading for the toughest three months in its public health history, the head of the country’s public health organisation has warned https://t.co/v9aSA2eRED https://t.co/LOPIczgF6s"
245,FinancialTimesv3_1206.csv,4898091,02/12/2020 20:40, ,1.33424e+18,en,52,1,2,20,SocialFlow,"Just published: front page of the Financial Times, UK edition, Thursday 3 December https://t.co/7MVwgp0mSz https://t.co/zi31K9p9tm"
244,FinancialTimesv3_1206.csv,4898091,02/12/2020 21:00, ,1.33424e+18,en,96,7,5,20,SocialFlow,"Opinion — The Covid-19 vaccine is a symbol that science transcends national borders: it was developed in Germany; tested in Germany, the US, Turkey, South Africa, Brazil and Argentina; manufactured in Belgium and first approved in the UK https://t.co/bekdRe1oCZ"
241,FinancialTimesv3_1206.csv,4898091,02/12/2020 22:00, ,1.33426e+18,en,59,11,21,16,SocialFlow,"Opinion: While all sorts of bigotry are shunned — racism, transphobia, homophobia — ridiculing someone for their lack of education, or for their social class, often appears to remain acceptable https://t.co/zgQT6ovrUN"
239,FinancialTimesv3_1206.csv,4898091,02/12/2020 22:30, ,1.33426e+18,en,10,0,2,7,SocialFlow,"Coronavirus latest: record jump in Illinois deaths, California smashes daily case record https://t.co/vtpCZf2TPx"
240,FinancialTimesv3_1206.csv,4898091,02/12/2020 22:30, ,1.33426e+18,en,7,1,0,2,SocialFlow,"Can international markets outperform the US? In this video, our US finance editor Robert Armstrong asks if the global stock market rally in November heralds a new period of growth outside the US https://t.co/LbqRWy1pQZ"
237,FinancialTimesv3_1206.csv,4898091,02/12/2020 23:00, ,1.33427e+18,en,13,0,0,4,SocialFlow,".@MaazaMengiste, the Booker-nominated author of 'The Shadow King' selected by the FT among the game-changer Women of 2020, takes our Q&amp;A and tells us about growing up across Africa and why she wants her next book to scare her https://t.co/33Zndufdif"
236,FinancialTimesv3_1206.csv,4898091,02/12/2020 23:30, ,1.33428e+18,en,14,2,3,2,SocialFlow,"We asked FT readers to share their experiences of exercise during lockdown. From rowing and weightlifting to cycling and ballet, here are their responses: https://t.co/jJhWdd7sQ4"
234,FinancialTimesv3_1206.csv,4898091,03/12/2020 00:04, ,1.33429e+18,en,9,0,3,6,SocialFlow,"Hello, Hong Kong. While you were sleeping, this was our most read story: https://t.co/S8rpwJgaXP"
231,FinancialTimesv3_1206.csv,4898091,03/12/2020 00:12, ,1.33429e+18,en,5,1,1,1,SocialFlow,Dyal and Owl Rock plan merger in one of largest Spac deals https://t.co/DH9K0e3fsJ
229,FinancialTimesv3_1206.csv,4898091,03/12/2020 00:32, ,1.33429e+18,en,22,1,2,10,SocialFlow,US expert warns on vaccinating care-home residents first https://t.co/dTbTml9qbU
228,FinancialTimesv3_1206.csv,4898091,03/12/2020 01:00, ,1.3343e+18,en,1030,89,104,254,SocialFlow,".@martalempart, leader of the Polish Women’s Strike movement and one of the FT's Women of 2020, writes about Poland's 'civic rebellion led by women', marching for reproductive rights, and her experience of becoming an 'enemy of the state':  https://t.co/JfVOAhRP4p"
227,FinancialTimesv3_1206.csv,4898091,03/12/2020 01:30, ,1.33431e+18,en,8,1,0,2,SocialFlow,"Those Christmas letters aren’t all bad, says @TimHarford https://t.co/qIke4dJMOh"
225,FinancialTimesv3_1206.csv,4898091,03/12/2020 05:00, ,1.33436e+18,en,53,12,0,22,SocialFlow,Goldman has pledged to claw back as much as $175m from the bank’s most senior management and three bankers directly involved in the 1MDB corruption scandal https://t.co/6dk22HhPbb
223,FinancialTimesv3_1206.csv,4898091,03/12/2020 06:05, ,1.33438e+18,en,41,3,6,18,SocialFlow,"First female president of the European Commission @vonderleyen — one of the FT's game-changer Women of 2020 — talks to @khalafroula about her first year in the job, coordinating a European recovery borrowing plan, and being a working mother https://t.co/kSRjilbaBg"
221,FinancialTimesv3_1206.csv,4898091,03/12/2020 07:00, ,1.33439e+18,en,25,2,4,12,SocialFlow,The $908bn stimulus proposal is aimed at breaking a congressional logjam and delivering more aid to Americans suffering during Covid-19 https://t.co/X9s12QehJg
219,FinancialTimesv3_1206.csv,4898091,03/12/2020 08:23, ,1.33441e+18,en,0,0,0,191,Twitter Web App,"RT @tomburgis: *** NEW INVESTIGATION: A MONEY PIPELINE ***

He's a billionaire. Son-in-law of a Kazakh dictator. Director of Gazprom. 

Doc…"
215,FinancialTimesv3_1206.csv,4898091,03/12/2020 09:30, ,1.33443e+18,en,18,1,3,6,SocialFlow,UBS chairman Axel Weber said Brexit would not threaten London’s position as Europe’s dominant financial centre https://t.co/eQl3gDjBje https://t.co/MIjSJRPk89
212,FinancialTimesv3_1206.csv,4898091,03/12/2020 11:00, ,1.33445e+18,en,29,5,4,8,SocialFlow,"To the extent that President Xi Jinping wants China to rule the world, the challenge to the US is serious. For the EU, the danger is existential, writes the FT's @philipstephens  https://t.co/BMUDw0AqKc"
210,FinancialTimesv3_1206.csv,4898091,03/12/2020 12:13, ,1.33447e+18,en,60,13,5,31,SocialFlow,"A Covid-19 vaccine supply chain was targeted by hackers looking to disrupt or steal information about the vital processes to keep vaccines cold, experts say https://t.co/f7tt51Xycb https://t.co/6S04Y5yvl6"
208,FinancialTimesv3_1206.csv,4898091,03/12/2020 13:00, ,1.33448e+18,en,7,0,0,1,SocialFlow,"🎧 Gideon Rachman talks to Thai opposition leader Thanathorn Juangroongruangkit and John Reed, the FT’s Bangkok bureau chief, about the student protests demanding constitutional change in Thailand https://t.co/X3OohPW04Y"
207,FinancialTimesv3_1206.csv,4898091,03/12/2020 13:30, ,1.33449e+18,en,40,4,7,11,SocialFlow,"American capitalism is badly in need of a reset. But it might not get it if Democrats don't gain the Senate in January, writes the FT's editorial board. https://t.co/vmIj1Zo8pC"
206,FinancialTimesv3_1206.csv,4898091,03/12/2020 13:43, ,1.33449e+18,en,13,0,0,3,SocialFlow,EY has lashed out at Germany’s audit watchdog for prematurely reporting suspected criminal misconduct by its partners to prosecutors https://t.co/WEKoea0hUf
204,FinancialTimesv3_1206.csv,4898091,03/12/2020 14:30, ,1.33451e+18,en,0,0,0,7,SocialFlow,"RT @aliceemross: Helpful. ""The governor has a mantra that she has relied on during the pandemic: what is the next right thing to do? That k…"
180,FinancialTimesv3_1206.csv,4898091,03/12/2020 14:48, ,1.33451e+18,en,52,4,18,10,Ads Uploader for Twitter,Europe must take sides with the US over China https://t.co/dOaInpxsvd
173,FinancialTimesv3_1206.csv,4898091,03/12/2020 14:48, ,1.33451e+18,en,0,0,1,0,Ads Uploader for Twitter,"Ursula von der Leyen on European recovery, climate change and life after Brexit https://t.co/2thywyDrXb"
171,FinancialTimesv3_1206.csv,4898091,03/12/2020 14:48, ,1.33451e+18,en,14,0,0,3,Ads Uploader for Twitter,UK approval of Covid vaccine is a giant hooray for science https://t.co/h2YeGZ4p1p
201,FinancialTimesv3_1206.csv,4898091,03/12/2020 14:48, ,1.33451e+18,en,35,5,12,15,Ads Uploader for Twitter,How UK approved BioNTech/Pfizer vaccine ahead of EU https://t.co/jVZDxAItxb
164,FinancialTimesv3_1206.csv,4898091,03/12/2020 14:48, ,1.33451e+18,en,77,4,8,5,Ads Uploader for Twitter,EU capitals urge Barnier to take tougher line with UK https://t.co/KKKwy5NMUa
175,FinancialTimesv3_1206.csv,4898091,03/12/2020 14:48, ,1.33451e+18,en,0,0,0,0,Ads Uploader for Twitter,The secret scheme to skim millions off central Asia’s pipeline megaproject https://t.co/y7uI2MMTUe
160,FinancialTimesv3_1206.csv,4898091,03/12/2020 14:48, ,1.33451e+18,en,0,0,0,0,Ads Uploader for Twitter,"Ursula von der Leyen on European recovery, climate change and life after Brexit https://t.co/6FY3XGi2jD"
181,FinancialTimesv3_1206.csv,4898091,03/12/2020 14:48, ,1.33451e+18,en,1,0,0,0,Ads Uploader for Twitter,Australia’s new tech code is a road worth exploring https://t.co/oqautcbbBZ
200,FinancialTimesv3_1206.csv,4898091,03/12/2020 14:48, ,1.33451e+18,en,492,53,132,159,Ads Uploader for Twitter,Betrayalism is dragging down Boris Johnson https://t.co/T3Fakva49j
176,FinancialTimesv3_1206.csv,4898091,03/12/2020 14:48, ,1.33451e+18,en,0,0,0,0,Ads Uploader for Twitter,The ‘everything rally’: vaccines prompt wave of market exuberance https://t.co/7IdBA2fd25
169,FinancialTimesv3_1206.csv,4898091,03/12/2020 14:48, ,1.33451e+18,en,56,2,7,10,Ads Uploader for Twitter,Europe must take sides with the US over China https://t.co/MsG60MvBDd
179,FinancialTimesv3_1206.csv,4898091,03/12/2020 14:48, ,1.33451e+18,en,0,0,0,0,Ads Uploader for Twitter,The ‘everything rally’: vaccines prompt wave of market exuberance https://t.co/asXp0kbEaW
182,FinancialTimesv3_1206.csv,4898091,03/12/2020 14:48, ,1.33451e+18,en,15,1,4,6,Ads Uploader for Twitter,Australia urges allies to drink its wine to counter China ‘bullying’ https://t.co/xpNvtrZsJ8
198,FinancialTimesv3_1206.csv,4898091,03/12/2020 14:48, ,1.33451e+18,en,1,0,0,0,Ads Uploader for Twitter,Why economics needs to wake up to ageing populations https://t.co/SE0O1AZ5ny
168,FinancialTimesv3_1206.csv,4898091,03/12/2020 14:48, ,1.33451e+18,en,25,2,1,9,Ads Uploader for Twitter,Anxious Taiwan launches US charm offensive to win Biden’s backing https://t.co/qEd5jSA0Ad
163,FinancialTimesv3_1206.csv,4898091,03/12/2020 14:48, ,1.33451e+18,en,20,3,2,4,Ads Uploader for Twitter,European Zombification becomes even scarier https://t.co/OWuYQWd40w
189,FinancialTimesv3_1206.csv,4898091,03/12/2020 14:48, ,1.33451e+18,en,27,1,8,7,Ads Uploader for Twitter,Why economics needs to wake up to ageing populations https://t.co/FRUwlXxZgF
161,FinancialTimesv3_1206.csv,4898091,03/12/2020 14:48, ,1.33451e+18,en,1,0,0,0,Ads Uploader for Twitter,"Ursula von der Leyen on European recovery, climate change and life after Brexit https://t.co/Ju5g19jIXs"
177,FinancialTimesv3_1206.csv,4898091,03/12/2020 14:48, ,1.33451e+18,en,10,0,0,1,Ads Uploader for Twitter,Lithium market recharges as electric vehicle sales rise https://t.co/BUsgC27Dwi
184,FinancialTimesv3_1206.csv,4898091,03/12/2020 14:48, ,1.33451e+18,en,1,2,0,0,Ads Uploader for Twitter,European Zombification becomes even scarier https://t.co/aqZZKwkAfK
172,FinancialTimesv3_1206.csv,4898091,03/12/2020 14:48, ,1.33451e+18,en,5,1,0,3,Ads Uploader for Twitter,European Zombification becomes even scarier https://t.co/8z88KFVIO9
196,FinancialTimesv3_1206.csv,4898091,03/12/2020 14:48, ,1.33451e+18,en,78,11,6,30,Ads Uploader for Twitter,Why economics needs to wake up to ageing populations https://t.co/37o4lUhDvC
202,FinancialTimesv3_1206.csv,4898091,03/12/2020 14:48, ,1.33451e+18,en,12,1,3,1,Ads Uploader for Twitter,Brussels considers creating recovery fund without Hungary and Poland https://t.co/je22u3omBr
186,FinancialTimesv3_1206.csv,4898091,03/12/2020 14:48, ,1.33451e+18,en,23,1,3,2,Ads Uploader for Twitter,Europe must take sides with the US over China https://t.co/8iANYytSRm
174,FinancialTimesv3_1206.csv,4898091,03/12/2020 14:48, ,1.33451e+18,en,25,1,4,7,Ads Uploader for Twitter,Europe must take sides with the US over China https://t.co/9Me4IAyUOI
134,FinancialTimesv3_1206.csv,4898091,03/12/2020 14:49, ,1.33451e+18,en,1,0,0,0,Ads Uploader for Twitter,Chinese state-backed funds invest in US tech despite Washington curbs https://t.co/k9h8lXCW2C
149,FinancialTimesv3_1206.csv,4898091,03/12/2020 14:49, ,1.33451e+18,en,2,0,0,0,Ads Uploader for Twitter,Chinese state-backed funds invest in US tech despite Washington curbs https://t.co/2t2IzWXgsv
143,FinancialTimesv3_1206.csv,4898091,03/12/2020 14:49, ,1.33451e+18,en,1,0,0,0,Ads Uploader for Twitter,Chinese state-backed funds invest in US tech despite Washington curbs https://t.co/TcHatlCCYh
151,FinancialTimesv3_1206.csv,4898091,03/12/2020 14:49, ,1.33451e+18,en,0,0,0,0,Ads Uploader for Twitter,"Citi’s next CEO Jane Fraser on regulators, Covid and breaking the gender barrier https://t.co/tVevF6jHHA"
135,FinancialTimesv3_1206.csv,4898091,03/12/2020 14:49, ,1.33451e+18,en,31,1,5,4,Ads Uploader for Twitter,Why economics needs to wake up to ageing populations https://t.co/DojLEt3r0p
153,FinancialTimesv3_1206.csv,4898091,03/12/2020 14:49, ,1.33451e+18,en,20,1,0,4,Ads Uploader for Twitter,Why economics needs to wake up to ageing populations https://t.co/AjHsqFISMD
158,FinancialTimesv3_1206.csv,4898091,03/12/2020 14:49, ,1.33451e+18,en,6,1,0,0,Ads Uploader for Twitter,Chinese state-backed funds invest in US tech despite Washington curbs https://t.co/yscdCWU32f
147,FinancialTimesv3_1206.csv,4898091,03/12/2020 14:49, ,1.33451e+18,en,9,1,0,0,Ads Uploader for Twitter,Why economics needs to wake up to ageing populations https://t.co/vPZqIlvn50
156,FinancialTimesv3_1206.csv,4898091,03/12/2020 14:49, ,1.33451e+18,en,14,1,1,2,Ads Uploader for Twitter,Why economics needs to wake up to ageing populations https://t.co/4dE10ikePM
144,FinancialTimesv3_1206.csv,4898091,03/12/2020 14:49, ,1.33451e+18,en,35,3,0,4,Ads Uploader for Twitter,Why economics needs to wake up to ageing populations https://t.co/sKPYlrVFYT
127,FinancialTimesv3_1206.csv,4898091,03/12/2020 14:49, ,1.33451e+18,en,6,1,0,0,Ads Uploader for Twitter,"Citi’s next CEO Jane Fraser on regulators, Covid and breaking the gender barrier https://t.co/Gf5Cme2R90"
148,FinancialTimesv3_1206.csv,4898091,03/12/2020 14:49, ,1.33451e+18,en,0,0,0,0,Ads Uploader for Twitter,"Citi’s next CEO Jane Fraser on regulators, Covid and breaking the gender barrier https://t.co/azkNXYQZQq"
152,FinancialTimesv3_1206.csv,4898091,03/12/2020 14:49, ,1.33451e+18,en,9,3,2,10,Ads Uploader for Twitter,Chinese state-backed funds invest in US tech despite Washington curbs https://t.co/PXCzNr1WCm
