,Source.Name,author id,created_at,geo,id,lang,like_count,quote_count,reply_count,retweet_count,source,tweet
115,FinancialTimesv3_0703.csv,4898091,01/07/2020 17:02, ,1.27836e+18,en,14,0,1,11,Echobox,Our analysis shows that the ability of local leaders to manage new coronavirus outbreaks in the UK is being hampered by gaps in the reporting of infection data for cities and regions https://t.co/ojsxPDMXUr https://t.co/0CVjGw0qce
114,FinancialTimesv3_0703.csv,4898091,01/07/2020 17:19, ,1.27836e+18,en,33,2,0,25,Echobox,Coronavirus brought an end to one of the longest waves in mergers and acquisitions history as global dealmaking dropped to its lowest levels in more than a decade during the second quarter of 2020 https://t.co/h0ILCYpP8I https://t.co/vxrj9pLoi8
111,FinancialTimesv3_0703.csv,4898091,01/07/2020 18:27, ,1.27838e+18,en,24,0,2,9,Echobox,"Boeing played down changes to the flight-control system that was implicated in two plane crashes when it first presented them to regulators, says a report by the US Department of Transportation https://t.co/D1aueQwnjX"
110,FinancialTimesv3_0703.csv,4898091,01/07/2020 19:01, ,1.27839e+18,en,9,3,1,6,Echobox,Wirecard’s administrator said 'numerous' companies had expressed interest in buying parts of the payments group that last week became the first member of Germany’s prestigious Dax index to file for insolvency https://t.co/tu40an0SFM
109,FinancialTimesv3_0703.csv,4898091,01/07/2020 19:32, ,1.2784e+18,en,0,0,0,10,Twitter Web App,"RT @MsHannahMurphy: “The call was all anodyne and stripped back. They’ve got to spit their party lines. But that’s not enough""

Facebook's…"
107,FinancialTimesv3_0703.csv,4898091,01/07/2020 20:22, ,1.27841e+18,en,18,1,2,5,Echobox,New York City will hold off on a plan to allow indoor dining at restaurants as it proceeds with the next phase of its reopening on July 6 https://t.co/xGJMGP8zmO
103,FinancialTimesv3_0703.csv,4898091,01/07/2020 21:46, ,1.27843e+18,en,40,3,1,28,SocialFlow,"Just published: front page of the Financial Times, international edition, Thursday 2 July            https://t.co/A4WcFPbXda https://t.co/faHIW3hTuG"
100,FinancialTimesv3_0703.csv,4898091,01/07/2020 23:16, ,1.27845e+18,en,23,2,0,19,Echobox,Brussels is in talks with Gilead Sciences to reserve doses of the drug remdesivir to combat coronavirus https://t.co/MgjEqaZsT7
98,FinancialTimesv3_0703.csv,4898091,02/07/2020 00:46, ,1.27848e+18,en,33,1,3,24,SocialFlow,Hong Kongers look to the exits as China imposes security law https://t.co/GWHvOGa9pO
96,FinancialTimesv3_0703.csv,4898091,02/07/2020 00:57, ,1.27848e+18,en,24,1,3,17,SocialFlow,"Coronavirus latest: US cases top 50,000 for the first time ever https://t.co/DIWTBc2tne"
95,FinancialTimesv3_0703.csv,4898091,02/07/2020 01:06, ,1.27848e+18,en,8,1,0,5,SocialFlow,Federal Reserve continues to weigh up yield curve control https://t.co/4Bo1pnPGTt
94,FinancialTimesv3_0703.csv,4898091,02/07/2020 01:06, ,1.27848e+18,en,12,0,0,5,SocialFlow,US seeks Warhol and Monet art in latest 1MDB forfeiture request https://t.co/lOKE8cdq0p
92,FinancialTimesv3_0703.csv,4898091,02/07/2020 02:23, ,1.2785e+18,en,13,0,1,8,SocialFlow,Delistings threaten to spoil Singapore exchange’s challenge to HK https://t.co/4R4DKme8TQ
90,FinancialTimesv3_0703.csv,4898091,02/07/2020 05:33, ,1.27855e+18,en,32,4,2,18,SocialFlow,The lockdown death of a 20-year-old day trader | Free to read https://t.co/iVWdHvVp0L
88,FinancialTimesv3_0703.csv,4898091,02/07/2020 05:35, ,1.27855e+18,en,145,9,5,37,SocialFlow,‘I want my Europe back’: Simon Kuper on a summer without travel https://t.co/stXrMg38El
89,FinancialTimesv3_0703.csv,4898091,02/07/2020 05:35, ,1.27855e+18,en,11,0,0,7,SocialFlow,Can BNP Paribas beat the investment banking jinx? https://t.co/vAqLhGKwNf
86,FinancialTimesv3_0703.csv,4898091,02/07/2020 05:39, ,1.27855e+18,en,15,2,0,6,SocialFlow,EU signals deeper investigation of Google Fitbit deal https://t.co/teHRrT032l
83,FinancialTimesv3_0703.csv,4898091,02/07/2020 07:01, ,1.27857e+18,en,16,0,0,7,SocialFlow,Coty accused of trade secrets theft in Kardashian-Jenner deals https://t.co/0NkNQNwCIf
80,FinancialTimesv3_0703.csv,4898091,02/07/2020 08:51, ,1.2786e+18,en,156,7,6,70,Echobox,Sony is changing its name for the first time in 62 years. Here's why that matters https://t.co/0gLi9RO0Ro
79,FinancialTimesv3_0703.csv,4898091,02/07/2020 09:00, ,1.2786e+18,en,48,5,9,27,Echobox,"Daily coronavirus thread: What did you miss? 
👉 Tokyo cases top 100 for first time since emergency ended
👉  US reports more than 50,000 new cases for first time
👉 Ryanair reports 97% drop in passengers in June
Find out more here: https://t.co/bf9xSOrI3K"
69,FinancialTimesv3_0703.csv,4898091,02/07/2020 11:35, ,1.27864e+18,en,40,3,19,25,Echobox,"Beijing’s new national security law for Hong Kong is more draconian than many businesses had feared, especially clauses that could be used to target foreign citizens, the handling of 'state secrets' and data security https://t.co/bButAeDjCB"
67,FinancialTimesv3_0703.csv,4898091,02/07/2020 12:02, ,1.27865e+18,en,36,3,2,17,Echobox,"Philip Stephens: One way or another, sterling holds up a mirror to the world’s view of Britain. In the 1970s, the UK earned the sobriquet of 'the sick man of Europe'. The danger now is it will become the invalid on Europe’s edge https://t.co/fm5kwx75ke"
65,FinancialTimesv3_0703.csv,4898091,02/07/2020 12:18, ,1.27865e+18,en,80,11,16,42,Echobox,"Four years after Britain voted to 'take back control' of its borders in a Brexit referendum dominated by immigration, Boris Johnson’s open-door offer to almost 3m Hong Kong citizens was greeted without a murmur of opposition at Westminster https://t.co/ZIKmkPQ9bG"
61,FinancialTimesv3_0703.csv,4898091,02/07/2020 15:00, ,1.27869e+18,en,51,4,29,25,Echobox,A British court has dealt a blow to attempts by Nicolás Maduro’s regime to access $1bn of Venezuelan gold held at the Bank of England by ruling that opposition leader Juan Guaidó had been 'unequivocally' recognised as Venezuela’s president by the UK https://t.co/ALLw1cfMJT
59,FinancialTimesv3_0703.csv,4898091,02/07/2020 15:39, ,1.2787e+18,en,138,13,13,50,Echobox,Just in. https://t.co/sJ8WH7G8ai
58,FinancialTimesv3_0703.csv,4898091,02/07/2020 16:00, ,1.27871e+18,en,10,0,1,7,SocialFlow,"'What happens to a gender issue when it gets muddled in with other good things . . . is that it tends to disappear' - Professor Linda Scott, author of the 'Double X Economy', talks to management editor Andrew Hill. https://t.co/iIG3jpnxkJ"
57,FinancialTimesv3_0703.csv,4898091,02/07/2020 16:30, ,1.27871e+18,en,18,3,2,5,SocialFlow,"The FT is looking for potential students to help us redesign the FT rankings site. If you are looking for an MBA, executive courses or Masters in business or finance topics — join the panel: https://t.co/nQ2SYK3kdJ? https://t.co/y51b9enYqD"
55,FinancialTimesv3_0703.csv,4898091,02/07/2020 16:31, ,1.27871e+18,en,24,6,2,12,Ads Uploader for Twitter,UK high street suffers huge jobs losses https://t.co/kCLGroILjQ
36,FinancialTimesv3_0703.csv,4898091,02/07/2020 16:31, ,1.27871e+18,en,0,0,0,0,Ads Uploader for Twitter,BioNTech and Pfizer’s Covid-19 vaccine trial yields positive results https://t.co/rmbFiHRaZA
31,FinancialTimesv3_0703.csv,4898091,02/07/2020 16:31, ,1.27871e+18,en,53,5,2,7,Ads Uploader for Twitter,US is stuck in the worst of all worlds https://t.co/T9QBXcqvoG
30,FinancialTimesv3_0703.csv,4898091,02/07/2020 16:31, ,1.27871e+18,en,0,0,0,0,Ads Uploader for Twitter,BioNTech and Pfizer’s Covid-19 vaccine trial yields positive results https://t.co/eP9kJ1lpGG
38,FinancialTimesv3_0703.csv,4898091,02/07/2020 16:31, ,1.27871e+18,en,0,0,0,0,Ads Uploader for Twitter,BioNTech and Pfizer’s Covid-19 vaccine trial yields positive results https://t.co/vYUk3qcUrl
29,FinancialTimesv3_0703.csv,4898091,02/07/2020 16:31, ,1.27871e+18,en,39,2,3,13,Ads Uploader for Twitter,US is stuck in the worst of all worlds https://t.co/94CQlE2KP3
35,FinancialTimesv3_0703.csv,4898091,02/07/2020 16:31, ,1.27871e+18,en,36,0,2,22,Ads Uploader for Twitter,Tourism: can Europe save its summer? https://t.co/5Vu4EfS5qs
49,FinancialTimesv3_0703.csv,4898091,02/07/2020 16:31, ,1.27871e+18,en,0,0,0,0,Ads Uploader for Twitter,"US daily coronavirus cases jump by more than 50,000 for first time. https://t.co/hs2lFaIrX5"
34,FinancialTimesv3_0703.csv,4898091,02/07/2020 16:31, ,1.27871e+18,en,0,0,0,0,Ads Uploader for Twitter,BioNTech and Pfizer’s Covid-19 vaccine trial yields positive results https://t.co/ZuTgL1PPvF
43,FinancialTimesv3_0703.csv,4898091,02/07/2020 16:31, ,1.27871e+18,en,166,6,26,87,Ads Uploader for Twitter,"The end of one country, two systems in Hong Kong. https://t.co/q37L5bVbhv"
39,FinancialTimesv3_0703.csv,4898091,02/07/2020 16:31, ,1.27871e+18,en,40,3,10,12,Ads Uploader for Twitter,Tourism: can Europe save its summer? https://t.co/pdhEcXd3SM
37,FinancialTimesv3_0703.csv,4898091,02/07/2020 16:31, ,1.27871e+18,en,117,8,6,46,Ads Uploader for Twitter,BioNTech and Pfizer’s Covid-19 vaccine trial yields positive results https://t.co/3D6a8EFkVx
53,FinancialTimesv3_0703.csv,4898091,02/07/2020 16:31, ,1.27871e+18,en,67,5,16,14,Ads Uploader for Twitter,Why Sony’s name change matters https://t.co/Z7ov7Lazk3
24,FinancialTimesv3_0703.csv,4898091,02/07/2020 16:32, ,1.27871e+18,en,0,0,0,0,Ads Uploader for Twitter,BioNTech and Pfizer’s Covid-19 vaccine trial yields positive results https://t.co/D6e4Ve3LE6
20,FinancialTimesv3_0703.csv,4898091,02/07/2020 16:42, ,1.27872e+18,en,47,7,8,22,Echobox,"Beginning on Monday, Britons will be able to visit more than 70 overseas destinations without having to self-isolate for 14 days on their return — as ministers dismantle their quarantine policy https://t.co/wTZ4XeUrcI"
18,FinancialTimesv3_0703.csv,4898091,02/07/2020 17:28, ,1.27873e+18,en,0,0,0,4,SocialFlow,"RT @rkapkap: wow. how did this go so wrong? follow our liveblog 
https://t.co/6zyKJTcJEN https://t.co/92ViCPaaQY"
12,FinancialTimesv3_0703.csv,4898091,02/07/2020 19:25, ,1.27876e+18,en,0,0,0,363,Twitter Web App,"RT @RobinWigg: On June 12, Alex Kearns, a young student, took his own life, after believing that he had lost over $700,000 trading options…"
11,FinancialTimesv3_0703.csv,4898091,02/07/2020 19:31, ,1.27876e+18,en,30,2,5,9,Echobox,"Boris Johnson’s pledge that the results of coronavirus tests must be delivered within 24 hours is being widely missed. Fewer than 1 in 10 home tests are generating results within that timeframe 
https://t.co/tZS0hioOXW"
10,FinancialTimesv3_0703.csv,4898091,02/07/2020 19:50, ,1.27876e+18,en,21,0,3,11,Echobox,"The first priority in a recovery must be to avoid a resurgence of the disease, writes Martin Wolf. The second priority must be to avoid letting hopes of a strong recovery turn attention away from the downside risks https://t.co/JAj9wBTUb5"
6,FinancialTimesv3_0703.csv,4898091,02/07/2020 21:15, ,1.27878e+18,en,17,1,1,8,Echobox,"Schools in England will prepare for remote learning, year group bubbles and a full curriculum in September, according to the government's back-to-school plans https://t.co/ZLZ2FN1EzG"
3,FinancialTimesv3_0703.csv,4898091,02/07/2020 22:57, ,1.27881e+18,en,11,0,0,9,Echobox,"American Airlines will have more than 20,000 front-line employees this autumn than it needs to operate its reduced flying schedule, executives said
https://t.co/3RhMEpyJjB"
0,FinancialTimesv3_0703.csv,4898091,03/07/2020 00:20, ,1.27883e+18,en,28,1,1,7,SocialFlow,Multi-strategy hedge funds post double-digit gains https://t.co/vr4YVH8UHO
592,FinancialTimesv3_0710.csv,4898091,03/07/2020 01:23, ,1.27885e+18,en,17,2,5,15,SocialFlow,"Coronavirus latest: US records more than 50,000 cases for second straight day https://t.co/83zyx653xB"
591,FinancialTimesv3_0710.csv,4898091,03/07/2020 03:00, ,1.27887e+18,en,12,0,0,5,SocialFlow,Wirecard North America sale draws interest from payments groups https://t.co/s1OxqbSXFl
586,FinancialTimesv3_0710.csv,4898091,03/07/2020 05:27, ,1.27891e+18,en,11,1,4,7,SocialFlow,Museum or mosque: Erdogan stokes debate over Hagia Sophia’s future https://t.co/zBejBSh6Bd
587,FinancialTimesv3_0710.csv,4898091,03/07/2020 05:27, ,1.27891e+18,en,25,3,2,7,SocialFlow,There is no such thing as a millennial https://t.co/FNhe4ooru2
582,FinancialTimesv3_0710.csv,4898091,03/07/2020 06:12, ,1.27892e+18,en,2,0,0,3,SocialFlow,UK and EU watchdogs battle for final say on O2-Virgin deal https://t.co/FBqbiqMHcE
580,FinancialTimesv3_0710.csv,4898091,03/07/2020 06:48, ,1.27893e+18,en,56,6,6,26,SocialFlow,Why the Fed thinks Goldman is America’s riskiest bank https://t.co/V2q0m58TSq
579,FinancialTimesv3_0710.csv,4898091,03/07/2020 08:49, ,1.27896e+18,en,18,0,0,4,SocialFlow,Banijay boss stands by €2bn bet on Europe’s biggest indie TV producer https://t.co/2yNFJke1Px
578,FinancialTimesv3_0710.csv,4898091,03/07/2020 09:39, ,1.27897e+18,en,46,2,17,18,Echobox,"Daily coronavirus thread: What did you miss? 
👉The UK extends support for car loan and high-cost credit borrowers
👉New coronavirus cases in Tokyo top 100 again
👉Thousands in Melbourne refuse to be tested for Covid-19
Find out more here: https://t.co/rxpXdkQRVO"
577,FinancialTimesv3_0710.csv,4898091,03/07/2020 09:57, ,1.27898e+18,en,23,0,2,7,Echobox,"Opinion: We do learn from bitter experience, of course. But we also have a great talent for forgetting. In particular, we forget how bad things feel. The pandemic will long be remembered, but the pain will fade
https://t.co/3bUtK7Ceyi"
574,FinancialTimesv3_0710.csv,4898091,03/07/2020 11:51, ,1.279e+18,en,74,7,7,34,Echobox,"Putin’s new constitution specifies that marriage can only be between a man and a woman, affirms the importance of God and mandates the teaching of patriotism to children, prompting criticism and pushback from activists https://t.co/5hcWHrkafy"
572,FinancialTimesv3_0710.csv,4898091,03/07/2020 12:10, ,1.27901e+18,en,35,3,3,11,Echobox,"While the pandemic has created opportunities for investors to buy new luxury flats at lower prices, agents say it has driven away those wanting to live in them https://t.co/IRzpJ4jxVP"
571,FinancialTimesv3_0710.csv,4898091,03/07/2020 12:14, ,1.27901e+18,en,10,1,3,6,Twitter Web App,"Consumers in the 19 eurozone members spent less than usual since Covid-19 restrictions were introduced in March to contain the spread of the virus. The lockdowns, with many staying at home, resulted in high levels of involuntary savings https://t.co/gn4HgIuByA https://t.co/CsoAqm32nL"
570,FinancialTimesv3_0710.csv,4898091,03/07/2020 12:30, ,1.27901e+18,en,27,0,0,10,Echobox,"French prime minister Edouard Philippe has stepped down, although his popularity has risen during the coronavirus crisis. The move is kick-starting a government reshuffle to reignite Emmanuel Macron’s presidency two years before presidential elections https://t.co/Eq3H0biQ57"
569,FinancialTimesv3_0710.csv,4898091,03/07/2020 12:50, ,1.27902e+18,en,542,22,49,492,Echobox,"A Communist party official, Zheng Yanxiong, who gained notoriety for his violent suppression of protests on the mainland has been appointed chief of Hong Kong’s new national security office, giving him notable power over residents and foreign businesses https://t.co/NnBKrw6s3Z"
568,FinancialTimesv3_0710.csv,4898091,03/07/2020 13:30, ,1.27903e+18,en,17,0,0,7,Echobox,"Wirecard North America’s banking partners are standing by the stricken company, as it seeks a sale that is likely to attract interest from buyers including fintech, workplace payments and gift card groups https://t.co/zuypfx4vvW"
562,FinancialTimesv3_0710.csv,4898091,03/07/2020 16:03, ,1.27907e+18,en,24,3,4,6,Echobox,Texas governor Greg Abbott has issued an order requiring face masks to be worn in public in the state’s hardest-hit regions: ‘We need to refocus on slowing the spread but this time we want to do it without closing down Texas again.’ https://t.co/M7Kxv67r6v
561,FinancialTimesv3_0710.csv,4898091,03/07/2020 16:55, ,1.27908e+18,en,0,0,0,8,Twitter Web App,"RT @ChloeNCornish: Some weekend reading for y'all. The Hong Kong security law, Wirecard, Ghislaine Maxwell... 

With FT shout-outs to @FD,…"
559,FinancialTimesv3_0710.csv,4898091,03/07/2020 17:18, ,1.27909e+18,en,0,0,0,0,Twitter for Advertisers.,"Mr Seto chooses his words carefully, but since Japan went into lockdown in April, he has evolved a contentious idea: that the pandemic, for all its misery, is a “disguised blessing” https://t.co/CdbIMRruuZ"
556,FinancialTimesv3_0710.csv,4898091,03/07/2020 18:15, ,1.2791e+18,en,28,5,2,17,SocialFlow,Fifa chief and Swiss federal prosecutor face investigation https://t.co/LWEJUrnqQ5
554,FinancialTimesv3_0710.csv,4898091,03/07/2020 19:52, ,1.27913e+18,en,45,1,6,45,Echobox,"Free to Read: After coronavirus surged in Leicester, factories in the area faced criticism for making staff go into work during lockdown. Here is our 2018 coverage asking how many 'dark factories' exist outside UK employment law https://t.co/DPG9KbktEJ"
553,FinancialTimesv3_0710.csv,4898091,03/07/2020 20:45, ,1.27914e+18,en,20,0,0,8,SocialFlow,"Just published: front page of the Financial Times international edition, Saturday July 4 https://t.co/0gEexP6uv1 https://t.co/wrCnJ25M50"
552,FinancialTimesv3_0710.csv,4898091,03/07/2020 20:46, ,1.27914e+18,en,183,12,9,87,SocialFlow,After Wirecard: is it time to audit the auditors? https://t.co/w8RQbvqNDN
549,FinancialTimesv3_0710.csv,4898091,03/07/2020 20:50, ,1.27914e+18,en,24,2,2,6,SocialFlow,"Just published: front page of the Financial Times UK edition, Saturday July 4 https://t.co/15Ig10ZDJN https://t.co/N4iWeVH8n2"
548,FinancialTimesv3_0710.csv,4898091,03/07/2020 22:03, ,1.27916e+18,en,62,4,6,23,Echobox,"With his mask-aversion, his impatience for an economic bounce and his tiffs with medical experts, President Donald Trump did not confront Americans with the seriousness of even the first lockdown. Far less did he tell them to brace for a potential second https://t.co/3aEPLFHr8d"
547,FinancialTimesv3_0710.csv,4898091,03/07/2020 22:45, ,1.27917e+18,en,32,3,8,4,SocialFlow,Donald Trump to hold Independence Day celebration as virus surges https://t.co/KWriFRYcxC
546,FinancialTimesv3_0710.csv,4898091,03/07/2020 23:17, ,1.27918e+18,en,29,0,1,11,Echobox,"Free to read: 'People didn’t lock down merely because governments told them to. Now the converse applies: just because shopping is legal again does not mean people will rush out to the shops,' Tim Harford writes https://t.co/Xf3itBSlna https://t.co/8QKFmHsBqh"
543,FinancialTimesv3_0710.csv,4898091,04/07/2020 01:14, ,1.27921e+18,en,519,11,21,290,SocialFlow,Hong Kong’s youth: ‘If we shut up then we lose completely’ https://t.co/tDVP3cai7l
539,FinancialTimesv3_0710.csv,4898091,04/07/2020 03:38, ,1.27924e+18,en,21,2,4,6,SocialFlow,"Dancers explore how coronavirus has changed the way we move, touch and connect https://t.co/7URNiKVPHW"
538,FinancialTimesv3_0710.csv,4898091,04/07/2020 03:42, ,1.27924e+18,en,156,17,44,77,SocialFlow,Britain’s armed forces pivot east to face growing China threat https://t.co/ilcdfXOgOR
537,FinancialTimesv3_0710.csv,4898091,04/07/2020 04:00, ,1.27925e+18,en,18,1,0,6,Echobox,Janan Ganesh: Some are woke. Some are broke. Some love Eminem. Some hate him. Which are you? https://t.co/9WZWZq3t98
533,FinancialTimesv3_0710.csv,4898091,04/07/2020 08:00, ,1.27931e+18,en,20,2,3,1,Echobox,"After long weeks in isolation, eager hosts may be starting to plan dinner party rendezvous once more. Here's a glimpse into the charming world of tablescaping, where the food comes second https://t.co/Eo2wHyBOdq"
531,FinancialTimesv3_0710.csv,4898091,04/07/2020 10:01, ,1.27934e+18,en,36,5,2,24,Echobox,"Time for a real New Deal for the post-pandemic world, says @MESandbu https://t.co/Fm05tCCj4G"
530,FinancialTimesv3_0710.csv,4898091,04/07/2020 11:04, ,1.27936e+18,en,8,0,2,2,SocialFlow,Live Q&amp;A: what should my children read this summer? https://t.co/M6wdKIRpaK
529,FinancialTimesv3_0710.csv,4898091,04/07/2020 11:56, ,1.27937e+18,en,17,0,2,5,SocialFlow,"Happening in a few minutes! &gt;&gt;&gt; Want something brilliant for the kids to read over the holidays? Join FT books critics @JamesLovegrove7 and @suzifeay for a live discussion on the best children's and young adult books TODAY, 12pm UK time. Get involved here: https://t.co/VRbBSArjl5"
528,FinancialTimesv3_0710.csv,4898091,04/07/2020 13:31, ,1.27939e+18,en,153,11,33,71,SocialFlow,US sends aircraft carriers into South China Sea https://t.co/VcILLtrVv3
527,FinancialTimesv3_0710.csv,4898091,04/07/2020 14:01, ,1.2794e+18,en,51,5,29,14,Echobox,"So Boris Johnson managed a few press-ups for the cameras. But, asks Robert Shrimsley, does that show he’s fit to lead? https://t.co/o3hzxYvQlA"
526,FinancialTimesv3_0710.csv,4898091,04/07/2020 14:47, ,1.27941e+18,en,44,1,0,18,Echobox,'I’m always questioning authority.' How dissident Chinese artist @aiww is at the heart of the world’s largest collection of contemporary Chinese art – currently being spotlit at Turin muesum @rivolicast https://t.co/3WmpWUe5Um
521,FinancialTimesv3_0710.csv,4898091,04/07/2020 22:00, ,1.27952e+18,en,68,5,1,48,Echobox,"Prioritising the economy over the virus, some politicians ended up mismanaging both: Simon Kuper reports on the 'mediagenic rightwing nationalists sceptical of credentialled experts' who have seen death rates soar, despite having ample time to prepare https://t.co/JkaYCe95Di"
520,FinancialTimesv3_0710.csv,4898091,05/07/2020 01:00, ,1.27957e+18,en,15,0,0,5,Echobox,"‘In America, this summer’s hottest wedding destination is a classic: your own back garden’: Madison Darbyshire on how lockdown has us re-evaluating the business of getting married https://t.co/lKmxB80K9j"
515,FinancialTimesv3_0710.csv,4898091,05/07/2020 05:09, ,1.27963e+18,en,21,1,0,6,SocialFlow,Providing infrastructure and services in times of crisis https://t.co/nv0ojT2qS6
516,FinancialTimesv3_0710.csv,4898091,05/07/2020 05:09, ,1.27963e+18,en,66,3,2,18,SocialFlow,It is time to say farewell to the scourge of hot-desking https://t.co/moPDK00YFY
517,FinancialTimesv3_0710.csv,4898091,05/07/2020 05:09, ,1.27963e+18,en,24,4,0,10,SocialFlow,‘We risk losing it all’: voices from the world’s poorest countries on the pandemic https://t.co/ruhu5LbXMK
510,FinancialTimesv3_0710.csv,4898091,05/07/2020 08:00, ,1.27967e+18,en,23,0,0,6,Echobox,Hitting the big time: meet the woman who invented watch portraiture https://t.co/QrI8LJ8tNf
509,FinancialTimesv3_0710.csv,4898091,05/07/2020 08:07, ,1.27967e+18,en,21,0,2,11,SocialFlow,Life under Sisi: Egyptian crackdown intensifies as Cairo battles Covid https://t.co/zKaqUQs3WP
507,FinancialTimesv3_0710.csv,4898091,05/07/2020 09:38, ,1.2797e+18,en,59,6,1,20,Echobox,"Just 10 lavish 'tents' in a 135-acre enclave, surrounded by miles of empty desert – for those with the funds, this could be the ultimate place for a socially-distanced retreat this summer https://t.co/8yK9A1zWib"
506,FinancialTimesv3_0710.csv,4898091,05/07/2020 10:49, ,1.27971e+18,en,851,21,59,605,SocialFlow,UK expected to phase Huawei out of 5G network https://t.co/LHzTA86xqV
504,FinancialTimesv3_0710.csv,4898091,05/07/2020 12:04, ,1.27973e+18,en,71,4,9,28,SocialFlow,Republicans warn of ‘grim’ outlook for Trump in Florida https://t.co/PDCA5zVdrZ
503,FinancialTimesv3_0710.csv,4898091,05/07/2020 13:01, ,1.27975e+18,en,76,5,3,28,Echobox,"Japanese composer Ryuichi Sakamoto's numerous film scores include Merry Christmas, Mr Lawrence and The Sheltering Sky. He won an Oscar for The Last Emperor. He talks about Covid's spur to creativity – and why it's time for the Japanese to air their anger https://t.co/T4FgSzcRuF"
502,FinancialTimesv3_0710.csv,4898091,05/07/2020 13:34, ,1.27976e+18,en,32,0,1,10,Echobox,Is Santorini's rental season salvageable? Nathan Brooker has the details  https://t.co/X0DupPadDR
495,FinancialTimesv3_0710.csv,4898091,05/07/2020 16:27, ,1.2798e+18,en,32,2,3,20,SocialFlow,UAE merges ministries in ambitious government restructuring https://t.co/nUmc1ZAsQc
494,FinancialTimesv3_0710.csv,4898091,05/07/2020 17:00, ,1.27981e+18,en,35,0,4,10,Echobox,"Jemima Kelly: ‘We should stop chastising politicians for changing their minds, and start cheering them instead’ https://t.co/fhWYW91MRq"
492,FinancialTimesv3_0710.csv,4898091,05/07/2020 17:25, ,1.27981e+18,en,59,4,0,7,Echobox,"‘I miss the ceremony of getting ready for an evening, and the promise of opportunity it brings’: Jo Ellison longs for a reason to put on her deadly pair of Balenciaga heels https://t.co/Q9blLMwYzg"
491,FinancialTimesv3_0710.csv,4898091,05/07/2020 20:35, ,1.27986e+18,en,30,6,4,13,SocialFlow,Soaring saving rates pose policy dilemma for world’s central bankers https://t.co/vs7ZgKpBrc
490,FinancialTimesv3_0710.csv,4898091,05/07/2020 20:45, ,1.27986e+18,en,56,2,2,33,SocialFlow,"Just published: front page of the Financial Times, international edition, Monday 6 July            https://t.co/OGaJ8s85t0 https://t.co/XeEn0WuxYY"
